titre	sous_titre	description	cat	sous_cat	link	link_title	lieu	img	img_alt	date
Luth de Jacob Hes		Le Luth renaissance à sept chœurs de Jocob Hes (XVIe siècle), instrument incontournable des collections du Musée de la musique. Ce luth en ivoire est l’un des rares luths de la Renaissance.	cordes		./0130495-luth-jocob-hes.aspx	Description du luth de Jocob Hes de 1586		https://drop.philharmoniedeparis.fr/CMFM/CMFM000000500/130495_CMIM000020030_HD.jpg	Incontournable - luth Jacob Hes - Musée de la musique	
Luth <i>sanxian</i>		Luth sanxian (Japon), instrument incontournable des collections du Musée de la musique. Le sanxian (qui signifie « trois cordes ») est un luth à manche long répandue en Asie centrale.	cordes		./0161238-luth-sanxian.aspx	Description du luth Sanxian - XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007200/161238_CMIM000027611_660.jpg	Incontournable - Luth sanxian - Musée de la musique	
Luth <i>sarod</i>		Luth sarod, instrument des collections du Musée de la musique. Le luth sarod est uni à l’histoire du rabab afghan, introduit en Inde lors de la migration de mercenaires pathan venus d’Afghanistan.	cordes		./0158479-luth-sarod.aspx	Description du luth Sarod - 1875		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009900/158479_CMIM000020000_LD_660.jpg	Incontournable - luth sarod - Musée de la musique	
Luth <i>sitar</i>		Luth sitar (Inde), instrument des collections du Musée de la musique. Le luth sitar apparaît à Delhi qui conserve un rôle artistique florissant et attractif à une époque de désordres politiques.	cordes		./0158481-luth-sitar-kanailal-and-brother.aspx	Description du luth Sitar - vers 1930		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007500/158481_CMIM000018980_660.jpg	Incontournable - Luth sitar Kanailal and Brother - Musée de la musique	
Octobasse de Jean-Baptiste Vuillaume		Octobasse de Jean-Baptiste Vuillaume, instrument des collections du Musée de la musique. Le gigantesque instrument Octobasse est la réalisation la plus spectaculaire de Jean-Baptiste Vuillaume.	cordes		./0161700-octobasse-jean-baptiste-vuillaume.aspx	Description de l’octobasse de Jean-Baptiste Vuillaume - vers 1850		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005300/161700_CMIM000015244_660.jpg	Incontournable - Octobasse Jean-Baptiste Vuillaume - Musée de la musique	
Ondes Martenot		Ondes Martenot, instrument des collections du Musée de la musique. Les Ondes Martenot figurent parmi les premiers instruments de musique électronique, très utilisées dans les films, la musique savante.	electroniques		./0162041-ondes-martenot.aspx	 Description des ondes Martenot - Vers 1930		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005700/162041_CMIM000015258_660.jpg	Incontournable - Ondes Martenot - Musée de la musique	
Ondioline Georges Jenny		Ondioline de Georges Jenny est un instrument des collections du Musée de la musique. L’ondioline, inventée en 1942 par Georges Jenny vaut à son créateur d’obtenir la médaille d’or du concours Lépine.	electroniques		./0156680-ondioline-georges-jenny.aspx	 Description de l’ondioline par Georges Jenny - 1942		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010100/156680_CMIM000015140_LD_660.jpg	Incontournable - Ondioline - Georges Jenny - Musée de la musique	
Orgue électromécanique Hammond		Orgue électromécanique Hammond, Modèle A, instrument des collections du Musée de la musique. Hammond cherche à varier les activités de sa société, il met au point en 1933 un orgue électromécanique.	claviers		./0158215-orgue-electromecanique-hammond-modele-a.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000011100/158215_CMIM000029536_660.jpg	Instrument incontournable - Orgue électromécanique Hammond, Modèle A - Musée de la musique	
Orgue Jean-Baptiste Jérémie Schweickart		Orgue de Schweickart, instrument des collections du Musée de la musique. Les orgues de salon réalisés au XVIIIe siècle sont très rares, cet orgue est le seul exemplaire connu de Schweickart.	claviers		./0992754-orgue-jean-baptiste-jeremie-schweickart.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000006700/992754_CMIM000029263_660.jpg	Incontournable - Orgue  Schweickart - Musée de la musique	
Piano à queue Érard		Le Piano à queue Érard 1844, instrument des collections du Musée de la musique. Liszt donna une série de concerts sur ce piano représentatif des pianos à queue créés pour sortir du cadre salon privé.	claviers		./0156455-piano-a-queue-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000000700/156455_CMIM000023073_LD.jpg	Incontournable - Piano à queue Érard - Musée de la musique	
Piano à queue Gräbner frères		Piano à queue Gräbner frères, instrument incontournable des collections du Musée de la musique. Dans un état historique remarquable, représente l’aboutissement de la facture germanique.	claviers		./157921-piano-a-queue-graebner-freres-e-200271.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000011200/157921_CMIM000028069_660.jpg	Incontournable - Piano à queue Gräbner frères - Musée de la musique	
Piano à queue Pleyel		Le Piano à queue Pleyel 1842, instrument incontournable des collections du Musée de la musique. Ardent partisan de la firme dirigée par Camille Pleyel, Chopin joua sur des pianos proches de celui-ci.	claviers		./0157252-piano-a-queue-pleyel.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000001500/157252_CMIM000029106_LD.jpg	Incontournable - Piano à queue Pleyel - 1842 - Musée de la musique	
Piano à queue Pascal Taskin		Piano à queue de Pascal Taskin, instrument des collections du Musée de la musique. La fleur de lys peinte sur la table du piano à queue de Pascal Taskin indique qu’il s’agit d’un instrument royal.	claviers		./0162147-piano-a-queue-pascal-taskin.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000006000/162147_CMIM000024115_LD.jpg	Incontournable - Piano à queue - Pascal Taskin - Musée de la musique	
Piano à queue Érard		Piano à queue Érard de 1802, instrument incontournable des collections du Musée de la musique. Ce modèle de piano à queue de 1802 permet à la manufacture Erard de s’imposer dans la société musicale.	claviers		./0160034-piano-a-queue-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000003700/160034_CMIM000027081_LD.jpg	Incontournable - Piano à queue Erard - 1802- Musée de la musique	
Piano carré Ignace Pleyel		Le Piano carré d’Ignace Pleyel, instrument incontournable des collections du Musée de la musique. Ce piano, le piano carré est le plus ancien des instruments de la firme Pleyel aujourd’hui répertoriés.	claviers		./0130222-piano-carre-ignace-pleyel.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000000400/130222_CMIM00026174_LD.jpg	Incontournable - Piano carré Ignace Pleyel - Musée de la musique	
Piano vis-à-vis		Le piano double Pleyel 1929, instrument incontournable des collections du Musée de la musique. Les instruments possédant deux clavier traduisent l’attention portée au répertoire de duos.	claviers		./0160875-piano-double-pleyel.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000004400/160875_CMIM000030010_LD.jpg	Incontournable - Piano Double Pleyel - Musée de la musique	
Piano organisé Érard		Piano carré organisé Érard 1791, instrument des collections du Musée de la musique. Le piano carré organisé appartient à la famille des claviorganums (clavecin, épinette, virginal, clavicorde, piano).	claviers		./0158183-piano-carre-organise-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000002300/158183_CMIM000024196_LD.jpg	Incontournable - Piano carré organisé Maison Erard - Musée de la musique	
Piano pédalier Érard		Le Piano pédalier Érard de 1853, instrument des collections du Musée de la musique. Ce piano Erard possède un clavier à pédales qui, à l’instar de celui des orgues, enrichit le jeu polyphonique.	claviers		./0160061-piano-pedalier-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000000100/160061_CMIM000029345_LD.jpg	Incontournable - Piano pédalier Erard - Musée de la musique	
Piano luthéal Érard		Piano luthéal Érard/Magne, instrument incontournable des collections du Musée de la musique. Ravel a composé deux versions de Tzigane, l’une pour violon et piano, la seconde pour violon et luthéal.	claviers		./0159714-piano-lutheal-erard.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000003600/159714_CMIM00029087_LD.jpg	Incontournable - Piano Luthéal Erard / Magne - Musée de la musique	
Pochette de Antonio Stradivari		Pochette d’Antonio Stradivari, instrument des collections du Musée de la musique. Le luthier Stradivari, dont les violons sont réputés a aussi fabriqué des instruments à cordes, guitares, violoncelles.	cordes		./0162025-pochette-de-antonio-stradivari.aspx	La Pochette de Antonio Stradivari - vers 1700		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009300/162025_CMIM000015210_LD.jpg	Instrument incontournable - Pochette de Antonio Stradivari - Musée de la musique	
Régale		Régale, instrument incontournable des collections du Musée de la musique. La régale est apparue vers la fin du XVe siècle en Europe et surtout en Allemagne où elle est utilisée comme basse continue.	claviers		./0162111-regale.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000005800/162111_CMIM000024038_660.jpg	Incontournable - Régale - Musée de la musique	
Saxophone alto de Georges Leblanc		Saxophone de Georges Leblanc est un instrument incontournable des collections du Musée de la musique. Ce modèle de saxophone suscite un vif intérêt de la part des instrumentistes.	vents		./0158032-saxophone-alto-georges-leblanc.aspx	 Description du saxophone alto de Georges Leblanc - Après 1931		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002100/158032_CMIM000027648_660.jpg	Incontournable - Saxophone alto en mi bémol - Georges Leblanc - Musée de la musique	
Saxophone ténor de Adolphe Edouard Sax		Saxophone d’Adolphe-Edouard Sax, instrument des collections du Musée de la musique. Accueilli avec enthousiasme par Berlioz, le saxophone ne réussit pas à s’intégrer au sein de l’orchestre symphonique.	vents		./0158034-saxophone-tenor-en-do-adolphe-edouard-sax.aspx	 Description du saxophone ténor de Adolphe-Edouard Sax - Entre 1907 et 1928		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002200/158034_CMIM00027647_LD.jpg	Incontournable - Saxophone ténor - Musée de la musique	
Serpent de Jean-Baptiste Coeffet		Serpent de Jean-Baptiste Coefet, instrument des collections du Musée de la musique. Le Serpent, instrument à vent de la famille des cuivres, doit son nom à la forme sinueuse donnée au tube sonore…	vents		./0158853-serpent-jean-baptiste-coeffet.aspx	 Description du serpent de Jean-baptiste Coeffet - Vers 1830		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003000/158853_CMIM000029918_600.jpg	Incontournable - Serpent - Jean-Baptiste Coeffet - Musée de la musique	
Station informatique de l’Ircam		Station Informatique 4X de l’IRCAM, instrument des collections du Musée de la musique. L’œuvre emblématique de l’emploi de la 4X, Répons de Pierre Boulez, est créée dans sa première version en 1981.	electroniques		./0158770-station-informatique-4x-ircam.aspx	 La station informatique de l’Ircam de 1984		https://drop.philharmoniedeparis.fr/CMFM/CMFM000008800/158770_CMIM000022682_LD.jpg	Incontournable - Système informatique 4X - Musée de la musique	
Synthétiseur EMS		Synthétiseur synthi A, EMS, instrument des collections du Musée de la musique. Le Synthi A conçu par EMS est une société anglaise pionnière dans la réalisation d’instruments de musique électroniques.	electroniques		./1004908-synthetiseur-synthi-a-ems.aspx	 Description du synthétiseur EMS de 1971		https://drop.philharmoniedeparis.fr/CMFM/CMFM000006900/1004908_CMIM000032092_LD.jpg	Incontournable - Synthetiseur EMS  - Musée de la musique	
Synthétiseur <em>modular system</em>		Synthétiseur Modular System (XXe siècle), instrument des collections du Musée de la musique. Développé en 1973 par la société E-MU, le Modular System a révolutionné le monde de la création sonore.	electroniques		./0156829-synthetiseur-modular-system-e-mu.aspx	 Description du synthétiseur modular system de 1976		https://drop.philharmoniedeparis.fr/CMFM/CMFM000008500/156829_CMIM000022677_660.jpg	Incontournable - Synthétiseur Modular System - Musée de la musique	
Orchestre <i>steel band</i>		Orchestre steel band (Trinidad), instrument des collections du Musée de la musique. Symbole d’une identité culturelle issue des populations noires et indigènes, le steel band est un emblème national.	percussions		./1005498-steel-band-pan-2000-and-beyond.aspx	 Description de l’orchestre Steel Band - XXIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007000/1005498_CMIM000032281_LD.jpg	Incontournable - Orchestre steel band - Musée de la musique	
<i>Tabla</i>		Tabla (Inde), instrument des collections du Musée de la musique. Le terme tabla désigne une paire de tambours : l’un, le tabla, tambour sur fût conique vertical, l’autre est une timbale nommée bayan.	percussions		./0787875-tabla.aspx	 Description du tabla - XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007100/787875_CMIM000027637_660.jpg	Incontournable - Tabla - Musée de la musique	
Tambour sur pied <i>bulup</i>		Tambour sur pied bulup, instrument des collections du Musée de la musique. Cet élégant tambour à la facture soignée illustre une importante culture musicale de la République démocratique du Congo.	percussions		./0156750-tambour-sur-pied-bulup.aspx	 Description du tambour sur pied bulup - Début XXe Siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007800/156750_CMIM000023338_660.jpg	Incontournable - Tambour sur pied  - Musée de la musique	
Tambour à fente <i>gugu</i>		Tambour à fente gugu (ou gulu), instrument des collections du Musée de la musique. Collecté en 1929 par le peintre belge Kerels, ce tambour à fente gugu (gulu) est unique par la qualité de sa facture.	percussions		./0158909-tambour-a-fente-gugu-ou-gulu.aspx	 Description du Tambour à fente Gugu - Début XXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007300/158909_CMIM000018290_LD.jpg	Incontournable - Tambour à fente Gugu  - Musée de la musique	
Tambour de poitrine <i>nfunkula</i>		Tambour de poitrine nfunkula, instrument incontournable des collections du Musée de la Musique. Ce tambour de poitrine nfunkula est remarquable de par sa facture et de l’originalité de sa décoration.	percussions		./0158746-tambour-de-poitrine-nfunkula.aspx	 Description du Tambour de poitrine Nfunkula - Deuxième moitié du XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007400/158746_CMIM000015518_660.jpg	Incontournable - Tambour de poitrine nfunkula - Musée de la musique	
Timbale		Timbale, instrument des collections du Musée de la musique. Cet ensemble sculpture-timbale joué par les populations Ashanti vivant dans la zone forestière du Ghana, est un « tambour-maître ».	percussions		./0156746-timbale.aspx	 Description de la Timbale - Début XXE Siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000007900/156746_CMIM000023431_660.jpg	Incontournable - Timbale - Musée de la musique	
Théorbe de Matteo Sellas		Théorbe de Matteo Sellas, instrument des collections du Musée de la musique. Instrument à cordes pincées appartenant à la famille des archiluths, le théorbe possède un son plus grave que celui du luth.	cordes		./0161804-theorbe-matteo-sellas.aspx	Description du théorbe de Matteo Sellas - vers 1640		https://drop.philharmoniedeparis.fr/CMFM/CMFM000005500/161804_CMIM000019498_660.jpg	Incontournable - Theorbe Matteo Sellas - Musée de la musique	
Theremin R.C.A.		Theremin, R.C.A, instrument des collections du Musée de la musique. Inventé en 1920 par un physicien russe, le theremin remporte un vif succès durant la tournée internationale de son inventeur.	electroniques		./0156615-theremin-r-c-a.aspx	 Description du theremin R.C.A. 1929		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001000/156615_CMIM00022673_HD.JPG	Incontournable - Théremin - Musée de la musique	
Ukulélé		Ukulélé (Hawaï), instrument incontournable des collections du Musée de la musique. Le ukulélé est une très petite guitare originaire d’Hawaï, introduit par des migrants originaires de Madère.	cordes		./0157878-ukulele-lucien-gelas.aspx	Description du Ukulélé - 1932		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002000/157878_CMIM000019377_LD.jpg	Incontournable - Ukulélé Lucien Gelas - Musée de la musique	
Vièle <i>kemençe</i>		Vièle kemençe, instrument des collections du Musée de la musique. Cette vièle appelée kemençe en Turquie, piriforme et taillée dans une seule pièce d’épicéa, s’apparente à la lira grecque.	cordes		./0157913-viele-kemence.aspx	Description de la Vièle kemençe - Fin XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010700/157913_CMIM000019955_LD_660.jpg	Instrument incontournable - Vièle Kemenche - Musée de la musique	
Vièle <i>morin huur</i>		Vièle de morin huur, instrument des collections du Musée de la musique. La vièle morin huur, décorée, de bois, de peau et de crin de cheval illustre la culture musicale de la république de Mongolie.	cordes		./0939669-viele-morin-huur.aspx	Description de la Vièle Morin huur - Fin XIXe-Début XXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010500/939669_CMIM000029578_LD_660.jpg	Instrument incontournable - Vièle Morin Huur - Musée de la musique	
Vièle <i>sarangi</i>		Vièle sarangi, instrument des collections du Musée de la musique. La sonorité du sarangi s’apparente au timbre de la voix, cette vièle devient l’instrument de prédilection pour accompagner le chant.	cordes		./0157490-viele-sarangi.aspx	Description de la Vièle Sarangi - XVIIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010600/157490_CMIM000019959_LD_660.jpg	Instrument incontournable - Vièle Sarangi - Musée de la musique	
Vièle <i>sorud</i>		Vièle sorud (Pakistan), instrument incontournable des collections du Musée de la musique. La vièle sorud est l’un des principaux instruments de la musique du Balouchistan, région d’Asie.	cordes		./0158901-viele-sorud-jan-mohammad.aspx	Description de la vièle Sorud - vers 1992		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003300/158901_CMIM00018618_660.jpg	Incontournable - Vièle Sorud Jan Mohammad - Musée de la musique	
Vièle à pique <i>kamanche</i>		Vièle à pique kamanche, instrument des collections du Musée de la musique. La vièle à pique est un instrument répandu en Asie centrale. Son timbre profond est apprécié en solo comme en ensemble.	cordes		./0161244-viele-a-pique-kamanche.aspx	Description de la vièle à pique kamanche - XIXe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009800/161244_CMIM000019574_LD_660.jpg	Incontournable - Vièle à pique kamanche - Musée de la musique	
<i>Vihuela de Mano</i>		Vihuela de Mano, instrument des collections du Musée de la musique. L’aura mystérieuse de la vihuela de Mano tient à la rareté du nombre d’instruments connus, en 1970, on n’en connaissait qu’un seul.	cordes		./0159084-vihuela-de-mano.aspx	Description de la vihuela de mano - XVIe siècle ou début XVIIe siècle		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003400/159084_CMIM000018504_660.jpg	Incontournable - Vihuela de mano - Musée de la musique	
Viola Arpa de Thomas Zach		Viola Arpa Zach, instrument des collections du Musée de la Musique. Certains luthiers comme Thomas Zach ont tenté de faire évoluer la facture du violon, comme en témoigne la famille d’instruments arpa.	cordes		./0160886-viola-arpa-thomas-zach.aspx	La viola arpa de Thomas Zach de 1874		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009500/160886_CMIM000013530_LD.jpg	Instrument incontournable - viola arpa - Musée de la musique	
Violon		Violon de campagne, instrument des collections du Musée de la musique. Ce violon construit au front pendant la Première Guerre mondiale pour René Moreau, musicien brancardier au régiment d’infanterie.	cordes		./0160117-violon-de-campagne.aspx	Description du violon de campagne - Fin 1916		https://drop.philharmoniedeparis.fr/CMFM/CMFM000008700/160117_CMIM000032551_660.jpg	Incontournable - Violon  - Musée de la musique	
Violon électronique Max Mathews - Bell Laboratories		Violon électronique de Max Mathews, instrument des collections du Musée de la musique. Le violon électronique de Max Mathews a été élaboré pour étudier les modes de vibration de la caisse du violon.	electroniques		./0130489-violon-electronique-max-mathews-bell-laboratories.aspx	Violon électronique - Max Mathews, Bell Laboratories -1985		https://drop.philharmoniedeparis.fr/CMFM/CMFM000010200/130489_CMIM000022671_LD_660.jpg	Incontournable - Violon électronique - Max Mathews, Bell Laboratories - Musée de la musique	
Violon de Curt Oltzscher		Violon de Curt Oltzscher, instrument incontournable des collections du Musée de la musique. Ce violon a été construit par un soldat allemand originaire de Plauen quand il était prisonnier en France.	cordes		./1029554-violon-curt-oltzscher.aspx	Description du violon de Curt Oltzscher de 1916		https://drop.philharmoniedeparis.fr/CMFM/CMFM000009700/1029554_LD.jpg	Instrument incontournable - Violon Curt Oltzscher - Musée de la musique	
Violon de Pierre Hel		Violon de Pierre Hel, instrument des collections du Musée de la musique. Stéphane Grappelli reçut à ses débuts des mains du génial violoniste de jazz Michel Warlop ce violon de Pierre Hel.	cordes		./0158353-violon-pierre-hel.aspx	Description du violon de Pierre Hel de 1924		https://drop.philharmoniedeparis.fr/CMFM/CMFM000002600/158353_CMIM000023595_600.jpg	Incontournable - Violon Pierre Hel - Musée de la musique	
Violon «&nbsp;le Alard&nbsp;» de Guarnerius Del Gesù		Violon Le Alard de Guarnerius Del Gesú, instrument des collections du Musée de la musique. Certains spécialistes considèrent ce violon comme l’un des neuf meilleurs instruments de Guarneri del Gesù.	cordes		./0157816-violon-le-alard-de-guarnerius-del-gesu.aspx	Description du violon le Alard de Guarnerius del Gesu de 1742		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001700/157816_CMIM000013647_lD.jpg	Incontournable - Violon, «  Le Alard » - Musée de la musique	
Violon «&nbsp;le Davidoff&nbsp;» de Antonio Stradivari		Le Violon Le Davidoff d’Antonio Stradivari, instrument des collections du Musée de la musique. Ce violon Stradivarius fait partie de la période de maturité, période dorée de la production du luthier.	cordes		./0130508-violon-le-davidoff-antonio-stradivari.aspx	Description du violon le Davidoff de Antonio Stradivari de 1708		https://drop.philharmoniedeparis.fr/CMFM/CMFM000000600/130508_CMIM000013634_600.jpg	Incontournable - Violon « Le Davidoff » - Antonio Stradivari - Musée de la musique	
Violoncelle de Pietro Guarneri		Le Violoncelle de Pietro Guarneri, instrument des collections du Musée de la musique. Luthier formé à Crémone et Venise, ses instruments marquent les styles de ces deux foyers de la lutherie italienne.	cordes		./0157852-violoncelle-pietro-guarneri.aspx	Description du violonecelle de Pietro Guarneri de 1734		https://drop.philharmoniedeparis.fr/CMFM/CMFM000001900/157852_CMIM000013697_LD.jpg	Incontournable - Violoncelle Pietro Guarneri - Musée de la musique	
Violoncelle dit «&nbsp;le poilu&nbsp;»		Violoncelle de campagne, instrument des collections du Musée de la musique. Surnommé Le poilu, ce violoncelle est un témoin de la fabrication d’instruments par les soldats pendant la Grande Guerre.	cordes		./0159993-violoncelle-de-campagne-neyen-et-plicque.aspx	Description du violoncelle de campagne de Neyen & Plicque - Juin 1915		https://drop.philharmoniedeparis.fr/CMFM/CMFM000008600/159993_CMIM000032565_660.jpg	Incontournable - Violoncelle, dit 	
Violoncelle à pavillon «&nbsp;Stroviols&nbsp;»		Violoncelle à pavillon Stroviols de Stroh, instrument des collections du Musée de la musique. Stroh invente des instruments à pavillon afin d’accroître le son émis produit par la vibration des cordes.	cordes		./1003423-violoncelle-a-pavillon-stroviols.aspx	Description du violoncelle à pavillon - Vers 1925		https://drop.philharmoniedeparis.fr/CMFM/CMFM000006800/1003423_CMIM00032083_660.jpg	Incontournable - Violoncelle à pavillon « Stroviols » - Musée de la musique	
Virginale à la quinte Ruckers		Virginale de Hans Ruckers, instrument des collections du Musée de la musique. Fabriquée par le facteur flamand Ruckers, cette virginale est l’un des plus anciens instruments conservés de ce facteur.	claviers		./0130260-virginale-ruckers.aspx			https://drop.philharmoniedeparis.fr/CMFM/CMFM000010300/130260_CMIM000023481_LD_660.jpg	Instrument incontournable - Virginale à la quinte - Hans Ruckers - Musée de la musique	
Xylophone <i>marimba</i>		Xylophone marimba (Mexique), instrument des collections du Musée de la musique. Le marimba est un instrument dont les origines sont liées au trafic d’esclaves africains vers l’Amérique centrale.	percussions		./0160072-xylophone-marimba-reynaldo-gutierrez.aspx	 Description du xylophone Marimba - Vers 1950		https://drop.philharmoniedeparis.fr/CMFM/CMFM000003800/160072_CMIM00023631_LD.jpg	Incontournable - Xylophone Marimba  - Musée de la musique	